SNID: 2020bpi 
RA: 200.8709333     
DECL: 62.4461889 
 
VARLIST:  MJD  FLT  FLUXCAL   FLUXCALERR MAG     MAGERR DQ 
OBS: 58916.618457 orange-ATLAS 4579.309531517445 709.7929773852039 18.348 0.155 0 
OBS: 58916.627208 orange-ATLAS 3654.264677506526 654.1133772736681 18.593 0.179 0 
OBS: 58918.512028 orange-ATLAS 3844.147117595778 595.8428032273456 18.538 0.155 0 
OBS: 58918.518804 orange-ATLAS 4230.5808577652315 600.7424818026628 18.434 0.142 0 
OBS: 58918.522629 orange-ATLAS 3988.4118690905234 713.9257245672037 18.498 0.179 0 
OBS: 58918.532803 orange-ATLAS 4470.9519246304435 585.6947021265881 18.374 0.131 0 
OBS: 58932.488297 cyan-ATLAS 1466.8982822062876 231.76992858859344 19.584 0.158 0 
OBS: 58932.491966 cyan-ATLAS 1461.5039720061632 254.30169112907237 19.588 0.174 0 
OBS: 58932.498423 cyan-ATLAS 1811.3400926196025 260.83297333722277 19.355 0.144 0 
OBS: 58932.509444 cyan-ATLAS 1023.2929922807537 246.61361113966163 19.975 0.241 0 
OBS: 58934.446903 orange-ATLAS 1894.959794743547 1038.4379675194639 19.306 0.548 0 
OBS: 58934.452717 orange-ATLAS 2691.534803926914 1165.4345701003538 18.925 0.433 0 
OBS: 58934.456438 orange-ATLAS 2834.0010055090984 1490.6845288977859 18.869 0.526 0 
OBS: 58934.468389 orange-ATLAS -8582.227050540156 4608.6559261400635 -17.666 0.537 0 
OBS: 58938.621606 orange-ATLAS 2418.8002231478436 454.73444195179457 19.041 0.188 0 
OBS: 58938.625033 orange-ATLAS 1548.8166189124843 275.6893581664222 19.525 0.178 0 
OBS: 58938.630022 orange-ATLAS 2116.410950770866 1132.2798586624133 19.186 0.535 0 
OBS: 58938.63399 orange-ATLAS 1375.308097421453 529.4936175072595 19.654 0.385 0 
OBS: 58942.458639 orange-ATLAS 1173.8159324832204 572.8221750518115 19.826 0.488 0 
OBS: 58942.46186 orange-ATLAS 1114.8078033638415 526.1892831877332 19.882 0.472 0 
OBS: 58942.46739 orange-ATLAS 1429.5521400370374 604.7005552356668 19.612 0.423 0 
OBS: 58942.47246 orange-ATLAS 1336.5955165464445 533.3016111020314 19.685 0.399 0 
OBS: 58942.476147 orange-ATLAS 1674.9428760264364 532.6318345764067 19.44 0.318 0 
OBS: 58942.477987 orange-ATLAS 1580.5200152842585 581.6313656246072 19.503 0.368 0 
OBS: 58942.482628 orange-ATLAS 1426.9212315793638 566.4877289370074 19.614 0.397 0 
OBS: 58942.492387 orange-ATLAS 195.3439656398258 675.3040892168777 21.773 3.457 0 
OBS: 58946.513218 orange-ATLAS 478.630092322638 867.7563573809426 20.8 1.813 0 
OBS: 58946.517286 orange-ATLAS 819.5963204818455 825.3334947252183 20.216 1.007 0 
OBS: 58946.523794 orange-ATLAS 139.3156802945302 894.5459831711785 22.14 6.421 0 
OBS: 58946.533832 orange-ATLAS 830.998041044432 910.7738529846974 20.201 1.096 0 
OBS: 58950.422187 orange-ATLAS 1136.5799747501524 386.4371914150518 19.861 0.34 0 
OBS: 58950.425382 orange-ATLAS 559.2422830409005 363.5074839765853 20.631 0.65 0 
OBS: 58950.431259 orange-ATLAS 617.1631684555837 357.9546377042385 20.524 0.58 0 
OBS: 58950.445694 orange-ATLAS 752.3154831868716 382.17626545893074 20.309 0.508 0 
OBS: 58954.60191 orange-ATLAS -7599.7621436103855 4240.667276134595 -17.798 0.558 0 
OBS: 58954.604873 orange-ATLAS 2542.1431362049425 5292.74200957869 18.987 2.082 0 
OBS: 58954.61037 orange-ATLAS 2967.5633580735316 3181.2279198548263 18.819 1.072 0 
OBS: 58954.621579 orange-ATLAS 1799.6995165773608 1538.7430866736433 19.362 0.855 0 
OBS: 58956.504705 cyan-ATLAS 764.8917910070717 279.1855037175811 20.291 0.365 0 
OBS: 58956.50805 cyan-ATLAS 627.4801619978521 288.01339435701414 20.506 0.459 0 
OBS: 58956.513857 cyan-ATLAS 972.7472237769641 281.1239476715426 20.03 0.289 0 
OBS: 58956.524581 cyan-ATLAS 912.0108393559087 290.9314577545349 20.1 0.319 0 
OBS: 58958.410912 orange-ATLAS 1062.6738654024643 324.1155289477516 19.934 0.305 0 
OBS: 58958.414864 orange-ATLAS 1154.5161169214298 300.1741903995717 19.844 0.26 0 
OBS: 58958.424652 orange-ATLAS 1233.672829766327 346.6620651643379 19.772 0.281 0 
OBS: 58960.424646 cyan-ATLAS 817.3348179780709 249.2871194833116 20.219 0.305 0 
OBS: 58960.428132 cyan-ATLAS 951.4807363517599 285.44422090552797 20.054 0.3 0 
OBS: 58960.434342 cyan-ATLAS 474.2419852602453 221.94524910179481 20.81 0.468 0 
OBS: 58960.470664 cyan-ATLAS 770.5485366297144 289.7262497727726 20.283 0.376 0 
OBS: 58962.575842 orange-ATLAS 582.9079788672349 498.969229910353 20.586 0.856 0 
OBS: 58962.579367 orange-ATLAS 1702.942561877548 480.22980244946854 19.422 0.282 0 
OBS: 58962.585734 orange-ATLAS 2316.3276959874465 639.3064440925353 19.088 0.276 0 
OBS: 58962.595918 orange-ATLAS 616.5950018614835 800.9569074180671 20.525 1.299 0 
OBS: 58964.432353 cyan-ATLAS -1049.0592077764447 1392.1015687193421 -19.948 1.327 0 
OBS: 58964.435583 cyan-ATLAS 173.46026278792857 316.3915193251817 21.902 1.824 0 
OBS: 58964.442019 cyan-ATLAS 1092.4460532267929 723.1992872361369 19.904 0.662 0 
OBS: 58964.476437 cyan-ATLAS 591.017036610243 552.009912193967 20.571 0.934 0 
OBS: 58966.36407 orange-ATLAS 1352.6953590130381 328.7049722401683 19.672 0.243 0 
OBS: 58966.36499 orange-ATLAS 691.8309709189376 326.5442182737385 20.4 0.472 0 
OBS: 58966.365912 orange-ATLAS 605.340874753913 407.99974958413736 20.545 0.674 0 
OBS: 58966.369206 orange-ATLAS 413.428108047135 338.18419238255643 20.959 0.818 0 
OBS: 58966.370128 orange-ATLAS 1104.5871839886313 421.95230428365716 19.892 0.382 0 
OBS: 58966.374737 orange-ATLAS 533.0893422367019 391.8206665439759 20.683 0.735 0 
OBS: 58966.375658 orange-ATLAS 202.3019178678274 541.3599322143061 21.735 2.676 0 
OBS: 58966.379806 orange-ATLAS 513.3339643802892 298.247033304948 20.724 0.581 0 
OBS: 58970.396719 orange-ATLAS 1399.5873225726164 415.67743480406705 19.635 0.297 0 
OBS: 58970.39994 orange-ATLAS 169.3557708691517 297.21937787536126 21.928 1.755 0 
OBS: 58970.406387 orange-ATLAS 1461.5039720061632 369.7605049175593 19.588 0.253 0 
OBS: 58970.440019 orange-ATLAS 603.6705647858464 343.4885513631466 20.548 0.569 0 
OBS: 58972.417394 orange-ATLAS 77.83949326267272 520.7462099272805 22.772 6.69 0 
OBS: 58972.421537 orange-ATLAS 233.56082466252187 345.2028988512073 21.579 1.478 0 
OBS: 58972.429341 orange-ATLAS 204.73872763416375 465.98534409535665 21.722 2.276 0 
OBS: 58972.440394 orange-ATLAS 314.48504654769624 509.1512903607202 21.256 1.619 0 
OBS: 58974.380713 orange-ATLAS -357.4374062644807 384.96008654684573 -21.117 1.077 0 
OBS: 58974.384858 orange-ATLAS 278.997299740827 462.5775229702911 21.386 1.658 0 
OBS: 58974.419114 orange-ATLAS 1589.2784698824687 518.1047811816849 19.497 0.326 0 
OBS: 58974.425099 orange-ATLAS 768.4223711000259 501.0113859572169 20.286 0.652 0 
OBS: 58976.366083 orange-ATLAS 547.015962893971 1801.3235658098467 20.655 3.293 0 
OBS: 58976.369285 orange-ATLAS 454.5691935849236 1629.630559001951 20.856 3.585 0 
OBS: 58976.375247 orange-ATLAS 2210.039317349186 1672.9997632333339 19.139 0.757 0 
OBS: 58976.406556 orange-ATLAS 170.60823890031207 1656.2647832442296 21.92 9.708 0 
OBS: 58978.397871 orange-ATLAS 786.3212274584189 410.4596807332947 20.261 0.522 0 
OBS: 58978.400634 orange-ATLAS 315.93664356825127 346.89843463793994 21.251 1.098 0 
OBS: 58978.406652 orange-ATLAS 1243.9416235583058 361.987012455467 19.763 0.291 0 
OBS: 58978.417265 orange-ATLAS -152.8973646690709 511.90037691204935 -22.039 3.348 0 
OBS: 58980.405767 orange-ATLAS -114.07750129221216 417.4095772282043 -22.357 3.659 0 
OBS: 58980.40897 orange-ATLAS -455.4073126832545 512.3332267686612 -20.854 1.125 0 
OBS: 58980.414942 orange-ATLAS 819.5963204818455 411.43735288188645 20.216 0.502 0 
OBS: 58980.426375 orange-ATLAS 3130.4011900962414 9550.854030983633 18.761 3.051 0 
OBS: 58982.363752 orange-ATLAS 329.6097121774583 208.31333809615364 21.205 0.632 0 
OBS: 58982.36698 orange-ATLAS 755.0922276654342 320.9141967578095 20.305 0.425 0 
OBS: 58982.373435 orange-ATLAS 45.58269515401936 262.7842375629216 23.353 5.765 0 
OBS: 58982.383565 orange-ATLAS 332.0473357975072 253.68416454929547 21.197 0.764 0 
OBS: 58984.38277 cyan-ATLAS 583.4451042737447 247.38072421206775 20.585 0.424 0 
OBS: 58984.385971 cyan-ATLAS 92.04495717531717 212.439761160632 22.59 2.308 0 
OBS: 58984.39146 cyan-ATLAS 271.14400086883063 281.718616902715 21.417 1.039 0 
OBS: 58984.401713 cyan-ATLAS 570.6896548928049 268.7948274545111 20.609 0.471 0 
OBS: 58986.406829 orange-ATLAS 909.4943385552946 286.49071664491777 20.103 0.315 0 
OBS: 58986.410049 orange-ATLAS 405.1352202292635 316.4106069990548 20.981 0.781 0 
OBS: 58986.417534 orange-ATLAS 292.6846862378789 290.050524061738 21.334 0.991 0 
OBS: 58986.428603 orange-ATLAS 908.6570489581472 327.116537624933 20.104 0.36 0 
OBS: 58988.394705 cyan-ATLAS 267.42376570889974 267.42376570889974 21.432 1.0 0 
OBS: 58988.397916 cyan-ATLAS 713.8385536016632 308.3782551559185 20.366 0.432 0 
OBS: 58988.403466 cyan-ATLAS 600.3437587325657 287.56466043289896 20.554 0.479 0 
OBS: 58988.413569 cyan-ATLAS 622.8737089440294 259.73833662966024 20.514 0.417 0 
OBS: 58990.349168 orange-ATLAS 725.1034976171987 251.61091367316794 20.349 0.347 0 
OBS: 58990.351935 orange-ATLAS 313.90627691376613 253.32236546940928 21.258 0.807 0 
OBS: 58990.357556 orange-ATLAS 922.1466651242639 255.43462623942114 20.088 0.277 0 
OBS: 58990.368152 orange-ATLAS 472.9334149186526 293.6916506644833 20.813 0.621 0 
OBS: 58992.343278 cyan-ATLAS 807.6068613289766 274.5863328518521 20.232 0.34 0 
OBS: 58992.34648 cyan-ATLAS 163.07973610235928 280.17098662385325 21.969 1.718 0 
OBS: 58992.351971 cyan-ATLAS 851.9223264285483 310.0997268199916 20.174 0.364 0 
OBS: 58992.362489 cyan-ATLAS 801.6780633876806 274.1738976785868 20.24 0.342 0 
OBS: 58994.352896 orange-ATLAS 88.22669282177178 325.7329498979814 22.636 3.692 0 
OBS: 58994.356121 orange-ATLAS 41.039305246101684 328.31444196881347 23.467 8.0 0 
OBS: 58994.361727 orange-ATLAS 411.14972110452254 339.1985199112311 20.965 0.825 0 
OBS: 58994.372321 orange-ATLAS 21.6371472177911 358.54916654601635 24.162 16.571 0 
OBS: 58998.321357 orange-ATLAS -89.20721887252704 387.60536600112994 -22.624 4.345 0 
OBS: 58998.324579 orange-ATLAS 781.2679345516045 609.3889889502516 20.268 0.78 0 
OBS: 58998.331036 orange-ATLAS -314.1955284641068 557.3828674953255 -21.257 1.774 0 
OBS: 58998.344439 orange-ATLAS 103.37130523505856 869.2493057216075 22.464 8.409 0 
OBS: 59000.3478 orange-ATLAS 254.4485615146634 331.8009242151211 21.486 1.304 0 
OBS: 59000.351005 orange-ATLAS -226.36016404497516 342.2565680360025 -21.613 1.512 0 
OBS: 59000.356549 orange-ATLAS 38.05397250027091 375.4785466601731 23.549 9.867 0 
OBS: 59002.353406 orange-ATLAS -442.588372362626 397.88694675400075 -20.885 0.899 0 
OBS: 59002.356628 orange-ATLAS 1084.4261957670758 459.79670700524014 19.912 0.424 0 
OBS: 59002.363999 orange-ATLAS 392.28346253952134 405.2288168033255 21.016 1.033 0 
OBS: 59002.376022 orange-ATLAS 971.8517029401701 440.24882143189706 20.031 0.453 0 
OBS: 59004.406935 orange-ATLAS -267.17757271179465 582.9814636571359 -21.433 2.182 0 
OBS: 59004.42954 orange-ATLAS -1131.357864119564 656.1875611893471 -19.866 0.58 0 
OBS: 59004.43276 orange-ATLAS 1324.3415351946644 565.4938355281217 19.695 0.427 0 
OBS: 59004.437927 orange-ATLAS 1712.3794212449282 659.2660771792973 19.416 0.385 0 
OBS: 59006.309775 orange-ATLAS -260.1357256653135 499.7207290030672 -21.462 1.921 0 
OBS: 59006.312995 orange-ATLAS 691.1940643980495 559.8671921624201 20.401 0.81 0 
OBS: 59006.31944 orange-ATLAS 1110.708255918865 505.3722564430836 19.886 0.455 0 
OBS: 59006.329579 orange-ATLAS 1129.2757442094182 543.1816329647302 19.868 0.481 0 
OBS: 59008.349207 orange-ATLAS 381.59264911893405 857.4386825702447 21.046 2.247 0 
OBS: 59008.352914 orange-ATLAS -107.25066656157043 2981.568530411658 -22.424 27.8 0 
OBS: 59008.358007 orange-ATLAS 432.5138310350088 2322.5992726579975 20.91 5.37 0 
OBS: 59008.368243 orange-ATLAS -2684.108083545228 1744.6702543043982 -18.928 0.65 0 
OBS: 59010.319656 orange-ATLAS 177.1740039943122 169.73269582655107 21.879 0.958 0 
OBS: 59010.323804 orange-ATLAS 763.4841051830973 216.06600176681653 20.293 0.283 0 
OBS: 59010.329812 orange-ATLAS -144.81048230513744 249.50846101175182 -22.098 1.723 0 
OBS: 59010.339946 orange-ATLAS 206.6331517564484 272.54912716675545 21.712 1.319 0 
OBS: 59011.373151 cyan-ATLAS 47.863009232263806 268.0328517006773 23.3 5.6 0 
OBS: 59011.376381 cyan-ATLAS -114.81536214968817 250.5271202106196 -22.35 2.182 0 
OBS: 59011.386403 cyan-ATLAS 270.39583641088404 258.76881544521603 21.42 0.957 0 
OBS: 59011.402534 cyan-ATLAS 227.19564377352643 255.59509924521723 21.609 1.125 0 
OBS: 59014.309732 orange-ATLAS 198.79250210418797 216.8826197956691 21.754 1.091 0 
OBS: 59014.313896 orange-ATLAS 304.22857274809576 227.56297241557562 21.292 0.748 0 
OBS: 59014.319877 orange-ATLAS 210.47474886559755 268.9867290502337 21.692 1.278 0 
OBS: 59014.330507 orange-ATLAS 280.5433637951716 300.742485988424 21.38 1.072 0 
OBS: 59015.308608 cyan-ATLAS 16.05461886800971 240.8192830201457 24.486 15.0 0 
OBS: 59015.312309 cyan-ATLAS 234.85510240588832 231.0974207673941 21.573 0.984 0 
OBS: 59015.317842 cyan-ATLAS 560.2733947937966 247.0805671040643 20.629 0.441 0 
OBS: 59015.328382 cyan-ATLAS 262.301032430877 212.98843833387215 21.453 0.812 0 
OBS: 59018.325097 orange-ATLAS 867.7607449911467 421.7317220656973 20.154 0.486 0 
OBS: 59018.326017 orange-ATLAS 447.5071720476557 436.76699991851194 20.873 0.976 0 
OBS: 59018.328318 orange-ATLAS -356.4511334262439 395.3043069697045 -21.12 1.109 0 
OBS: 59018.329241 orange-ATLAS 1624.8003352273224 482.56569956251474 19.473 0.297 0 
OBS: 59018.334308 orange-ATLAS -29.702978440178597 554.465498542814 -23.818 18.667 0 
OBS: 59018.335687 orange-ATLAS -445.0409766495368 829.5563804747367 -20.879 1.864 0 
OBS: 59018.344937 orange-ATLAS 82.03515443298186 366.4510348521299 22.715 4.467 0 
OBS: 59018.346318 orange-ATLAS 821.8640803889045 687.9002352855131 20.213 0.837 0 
OBS: 59020.315581 cyan-ATLAS -198.60949173573738 331.0820227234742 -21.755 1.667 0 
OBS: 59020.318782 cyan-ATLAS 696.9473963563211 351.2614877635858 20.392 0.504 0 
OBS: 59020.324735 cyan-ATLAS 331.43624500925864 503.4516561690638 21.199 1.519 0 
OBS: 59020.336863 cyan-ATLAS 775.532495758591 323.39705073133246 20.276 0.417 0 
OBS: 59026.285082 orange-ATLAS 301.1618803078821 350.25126679806687 21.303 1.163 0 
OBS: 59026.288348 orange-ATLAS 437.7236379347665 333.5454121062921 20.897 0.762 0 
OBS: 59026.295712 orange-ATLAS -250.72636247771214 326.1949975835035 -21.502 1.301 0 
OBS: 59026.3105 orange-ATLAS 205.68375866278902 351.10217603738084 21.717 1.707 0 
OBS: 59028.387284 orange-ATLAS 8582.227050540156 12221.09131996918 17.666 1.424 0 
OBS: 59028.388202 orange-ATLAS -127.87922629358461 403.33107972996584 -22.233 3.154 0 
OBS: 59028.393751 orange-ATLAS 640.3243244689463 347.6961081866379 20.484 0.543 0 
OBS: 59028.399308 orange-ATLAS -24.32204009073816 357.5339893338509 -24.035 14.7 0 
OBS: 59028.412218 orange-ATLAS 367.11319968796414 337.37703051323905 21.088 0.919 0 
OBS: 59030.26967 orange-ATLAS -100.6468066438327 436.1026131877271 -22.493 4.333 0 
OBS: 59030.274798 orange-ATLAS 99.1744955231413 367.93737839085424 22.509 3.71 0 
OBS: 59030.280323 orange-ATLAS 138.9312681736755 385.39533791377585 22.143 2.774 0 
OBS: 59030.29094 orange-ATLAS 305.91445594864086 330.69352688048076 21.286 1.081 0 
OBS: 59032.268911 orange-ATLAS 351.236790465681 554.6028921453103 21.136 1.579 0 
OBS: 59032.27169 orange-ATLAS 927.2567425805944 457.137574092233 20.082 0.493 0 
OBS: 59032.278119 orange-ATLAS 464.30140728180396 500.0526156425029 20.833 1.077 0 
OBS: 59032.291051 orange-ATLAS 364.7539469256084 527.4342072544297 21.095 1.446 0 
OBS: 59032.292912 orange-ATLAS -40888.38902676978 13574.945156887567 -15.971 0.332 0 
OBS: 59034.309498 orange-ATLAS -244.56820721043752 522.3976906014946 -21.529 2.136 0 
OBS: 59034.312725 orange-ATLAS 240.54703049880942 621.5735268089236 21.547 2.584 0 
OBS: 59034.320107 orange-ATLAS 121.56260552373797 508.13169108922466 22.288 4.18 0 
OBS: 59034.331161 orange-ATLAS -574.3809134963176 626.6495766244825 -20.602 1.091 0 
OBS: 59036.309179 orange-ATLAS 89.37169608501976 772.1714541745708 22.622 8.64 0 
OBS: 59036.312863 orange-ATLAS 35.84264080437143 724.0213442483029 23.614 20.2 0 
OBS: 59036.319332 orange-ATLAS 112.92757442094182 710.3144431077241 22.368 6.29 0 
OBS: 59036.330397 orange-ATLAS 134.52407051486315 658.7643733112849 22.178 4.897 0 
OBS: 59038.268949 orange-ATLAS 98.44643639803792 285.69155842710603 22.517 2.902 0 
OBS: 59038.272632 orange-ATLAS 464.30140728180396 330.5826019846444 20.833 0.712 0 
OBS: 59038.281471 orange-ATLAS 363.078054770101 245.0776869698182 21.1 0.675 0 
OBS: 59038.291644 orange-ATLAS -54.30002130657378 237.5625932162603 -23.163 4.375 0 
OBS: 59040.267002 cyan-ATLAS -154.88166189124843 304.65222894008565 -22.025 1.967 0 
OBS: 59040.269802 cyan-ATLAS -145.7471261256528 296.3039074134522 -22.091 2.033 0 
OBS: 59040.277239 cyan-ATLAS 84.64474480976996 327.32122817938046 22.681 3.867 0 
OBS: 59040.287541 cyan-ATLAS 142.4295164973292 290.5562136545515 22.116 2.04 0 
OBS: 59042.255182 orange-ATLAS -17.848429164980104 755.5775518411027 -24.371 42.333 0 
OBS: 59042.258416 orange-ATLAS 1360.1913228556705 534.5551898822786 19.666 0.393 0 
OBS: 59042.263511 orange-ATLAS 926.4031007364014 897.6846046135729 20.083 0.969 0 
OBS: 59042.273729 orange-ATLAS -526.2595620803188 570.4653652950656 -20.697 1.084 0 
OBS: 59044.312018 cyan-ATLAS -119.23396878859653 276.9805094959097 -22.309 2.323 0 
OBS: 59044.316615 cyan-ATLAS 41.07712125533874 309.9268798715308 23.466 7.545 0 
OBS: 59044.31799 cyan-ATLAS 404.76224868787403 324.619323447675 20.982 0.802 0 
OBS: 59044.321289 cyan-ATLAS 609.2562597496564 283.3041607835902 20.538 0.465 0 
